	HUM	TEMP	LIGHT	PRESS	PREC
2022-01-05 09:40:00	19.0	19.0	7.0	9.0	8.0
2022-01-05 09:45:00	7.0	9.0	2.0	8.0	6.0
2022-01-05 09:50:00	9.0	9.0	6.0	16.0	9.0
2022-01-05 09:55:00	2.0	11.0	1.0	10.0	17.0
2022-01-05 10:00:00	14.0	14.0	8.0	11.0	14.0
2022-01-05 10:05:00	18.0	3.0	13.0	20.0	5.0
2022-01-05 10:10:00	14.0	4.0	1.0	0.0	11.0
2022-01-05 10:15:00	5.0	5.0	4.0	6.0	17.0
2022-01-05 10:20:00	16.0	8.0	1.0	9.0	18.0
2022-01-05 10:25:00	18.0	4.0	18.0	4.0	13.0
2022-01-05 10:30:00	14.0	17.0	14.0	2.0	17.0
2022-01-05 10:35:00	12.0	6.0	8.0	10.0	13.0
2022-01-05 10:40:00	4.0	1.0	3.0	3.0	1.0
2022-01-05 10:45:00	5.0	8.0	9.0	2.0	0.0
2022-01-05 10:50:00	2.0	2.0	6.0	2.0	5.0
2022-01-05 10:55:00	5.0	15.0	8.0	13.0	16.0
2022-01-05 11:00:00	11.0	12.0	12.0	3.0	9.0
2022-01-05 11:05:00	13.0	6.0	16.0	1.0	11.0
2022-01-05 11:10:00	14.0	5.0	2.0	1.0	9.0
2022-01-05 11:15:00	10.0	16.0	2.0	0.0	17.0
2022-01-05 11:20:00	1.0	4.0	2.0	4.0	11.0
2022-01-05 11:25:00	15.0	2.0	0.0	18.0	1.0
2022-01-05 11:30:00	10.0	12.0	13.0	19.0	19.0
2022-01-05 11:35:00	1.0	14.0	11.0	5.0	11.0
2022-01-05 11:40:00	11.0	6.0	11.0	10.0	4.0
2022-01-05 11:45:00	12.0	9.0	4.0	4.0	15.0
2022-01-05 11:50:00	7.0	18.0	3.0	10.0	5.0
2022-01-05 11:55:00	16.0	12.0	4.0	17.0	7.0
2022-01-05 12:00:00	20.0	16.0	0.0	16.0	12.0
2022-01-05 12:05:00	15.0	13.0	13.0	12.0	11.0
2022-01-05 12:10:00	4.0	2.0	18.0	9.0	17.0
2022-01-05 12:15:00	15.0	2.0	2.0	7.0	12.0
2022-01-05 12:20:00	12.0	8.0	8.0	18.0	18.0
2022-01-05 12:25:00	5.0	10.0	14.0	6.0	7.0
2022-01-05 12:30:00	18.0	12.0	1.0	0.0	17.0
2022-01-05 12:35:00	6.0	8.0	9.0	6.0	19.0
2022-01-05 12:40:00	11.0	2.0	4.0	7.0	0.0
2022-01-05 12:45:00	1.0	18.0	16.0	3.0	6.0
2022-01-05 12:50:00	3.0	11.0	10.0	1.0	10.0
2022-01-05 12:55:00	12.0	8.0	15.0	2.0	11.0
2022-01-05 13:00:00	2.0	1.0	14.0	17.0	18.0
2022-01-05 13:05:00	20.0	19.0	3.0	17.0	11.0
2022-01-05 13:10:00	17.0	5.0	12.0	1.0	6.0
2022-01-05 13:15:00	17.0	2.0	4.0	5.0	14.0
2022-01-05 13:20:00	8.0	11.0	15.0	2.0	13.0
2022-01-05 13:25:00	11.0	6.0	3.0	18.0	10.0
2022-01-05 13:30:00	8.0	5.0	8.0	11.0	19.0
2022-01-05 13:35:00	14.0	15.0	10.0	2.0	18.0
2022-01-05 13:40:00	1.0	10.0	18.0	5.0	9.0
2022-01-05 13:45:00	4.0	8.0	7.0	5.0	10.0
2022-01-05 13:50:00	8.0	11.0	9.0	8.0	17.0
2022-01-05 13:55:00	6.0	3.0	5.0	6.0	6.0
2022-01-05 14:00:00	14.0	7.0	10.0	18.0	13.0
2022-01-05 14:05:00	17.0	9.0	5.0	4.0	13.0
2022-01-05 14:10:00	10.0	5.0	11.0	10.0	10.0
2022-01-05 14:15:00	5.0	18.0	14.0	17.0	12.0
2022-01-05 14:20:00	7.0	4.0	19.0	16.0	10.0
2022-01-05 14:25:00	4.0	9.0	1.0	19.0	12.0
2022-01-05 14:30:00	5.0	10.0	7.0	4.0	7.0
2022-01-05 14:35:00	15.0	9.0	2.0	16.0	8.0
2022-01-05 14:40:00	16.0	2.0	4.0	14.0	6.0
2022-01-05 14:45:00	10.0	17.0	14.0	12.0	6.0
2022-01-05 14:50:00	3.0	2.0	14.0	17.0	4.0
2022-01-05 14:55:00	3.0	20.0	4.0	3.0	3.0
2022-01-05 15:00:00	13.0	12.0	1.0	7.0	14.0
2022-01-05 15:05:00	0.0	12.0	19.0	17.0	20.0
2022-01-05 15:10:00	10.0	4.0	3.0	18.0	17.0
2022-01-05 15:15:00	5.0	17.0	16.0	4.0	18.0
2022-01-05 15:20:00	17.0	17.0	12.0	10.0	6.0
2022-01-05 15:25:00	13.0	4.0	6.0	19.0	7.0
2022-01-05 15:30:00	0.0	3.0	8.0	1.0	5.0
2022-01-05 15:35:00	4.0	9.0	12.0	2.0	17.0
2022-01-05 15:40:00	2.0	7.0	6.0	6.0	15.0
2022-01-05 15:45:00	16.0	3.0	8.0	7.0	18.0
2022-01-05 15:50:00	19.0	2.0	0.0	18.0	2.0
2022-01-05 15:55:00	15.0	2.0	7.0	8.0	16.0
2022-01-05 16:00:00	3.0	0.0	12.0	14.0	3.0
2022-01-05 16:05:00	18.0	1.0	4.0	12.0	12.0
2022-01-05 16:10:00	18.0	14.0	14.0	10.0	16.0
2022-01-05 16:15:00	4.0	14.0	14.0	6.0	2.0
2022-01-05 16:20:00	9.0	14.0	13.0	9.0	3.0
2022-01-05 16:25:00	6.0	18.0	13.0	14.0	11.0
2022-01-05 16:30:00	16.0	4.0	6.0	7.0	12.0
2022-01-05 16:35:00	13.0	17.0	6.0	4.0	9.0
2022-01-05 16:40:00	12.0	19.0	10.0	2.0	6.0
2022-01-05 16:45:00	11.0	18.0	5.0	12.0	7.0
2022-01-05 16:50:00	20.0	13.0	13.0	10.0	8.0
2022-01-05 16:55:00	8.0	17.0	2.0	19.0	5.0
2022-01-05 17:00:00	17.0	5.0	14.0	3.0	7.0
2022-01-05 17:05:00	2.0	20.0	8.0	11.0	18.0
2022-01-05 17:10:00	19.0	18.0	9.0	18.0	17.0
2022-01-05 17:15:00	10.0	16.0	19.0	18.0	16.0
2022-01-05 17:20:00	15.0	2.0	11.0	5.0	5.0
2022-01-05 17:25:00	4.0	11.0	15.0	5.0	8.0
2022-01-05 17:30:00	12.0	2.0	9.0	8.0	17.0
2022-01-05 17:35:00	13.0	6.0	14.0	3.0	0.0
2022-01-05 17:40:00	14.0	10.0	1.0	1.0	8.0
2022-01-05 17:45:00	17.0	20.0	13.0	5.0	3.0
2022-01-05 17:50:00	15.0	9.0	12.0	8.0	2.0
2022-01-05 17:55:00	2.0	1.0	9.0	4.0	14.0
2022-01-05 18:00:00	15.0	18.0	5.0	16.0	16.0
2022-01-05 18:05:00	12.0	11.0	9.0	15.0	10.0
2022-01-05 18:10:00	7.0	17.0	1.0	10.0	3.0
2022-01-05 18:15:00	7.0	4.0	10.0	2.0	17.0
2022-01-05 18:20:00	9.0	10.0	19.0	12.0	3.0
2022-01-05 18:25:00	12.0	13.0	20.0	15.0	2.0
2022-01-05 18:30:00	18.0	8.0	2.0	3.0	2.0
2022-01-05 18:35:00	7.0	20.0	2.0	10.0	2.0
2022-01-05 18:40:00	1.0	3.0	8.0	8.0	11.0
2022-01-05 18:45:00	19.0	11.0	8.0	13.0	7.0
2022-01-05 18:50:00	2.0	1.0	11.0	12.0	17.0
2022-01-05 18:55:00	14.0	14.0	18.0	10.0	7.0
2022-01-05 19:00:00	19.0	4.0	11.0	11.0	5.0
2022-01-05 19:05:00	13.0	17.0	13.0	2.0	13.0
2022-01-05 19:10:00	7.0	1.0	9.0	17.0	12.0
2022-01-05 19:15:00	8.0	11.0	17.0	11.0	18.0
2022-01-05 19:20:00	12.0	8.0	6.0	5.0	1.0
2022-01-05 19:25:00	15.0	14.0	11.0	8.0	2.0
2022-01-05 19:30:00	5.0	6.0	12.0	6.0	6.0
2022-01-05 19:35:00	9.0	3.0	5.0	17.0	15.0
2022-01-05 19:40:00	15.0	2.0	16.0	6.0	13.0
2022-01-05 19:45:00	19.0	10.0	3.0	15.0	4.0
2022-01-05 19:50:00	20.0	17.0	5.0	1.0	4.0
2022-01-05 19:55:00	8.0	6.0	13.0	12.0	9.0
2022-01-05 20:00:00	10.0	19.0	13.0	9.0	20.0
2022-01-05 20:05:00	2.0	8.0	11.0	9.0	18.0
2022-01-05 20:10:00	3.0	7.0	3.0	3.0	12.0
2022-01-05 20:15:00	10.0	16.0	9.0	18.0	9.0
2022-01-05 20:20:00	18.0	12.0	5.0	4.0	8.0
2022-01-05 20:25:00	18.0	16.0	7.0	5.0	1.0
2022-01-05 20:30:00	2.0	0.0	16.0	1.0	17.0
2022-01-05 20:35:00	18.0	7.0	4.0	11.0	5.0
2022-01-05 20:40:00	7.0	18.0	17.0	20.0	10.0
2022-01-05 20:45:00	12.0	5.0	10.0	17.0	20.0
2022-01-05 20:50:00	8.0	10.0	13.0	1.0	19.0
2022-01-05 20:55:00	14.0	7.0	9.0	5.0	11.0
2022-01-05 21:00:00	18.0	6.0	1.0	12.0	18.0
2022-01-05 21:05:00	19.0	7.0	5.0	6.0	6.0
2022-01-05 21:10:00	2.0	17.0	4.0	10.0	6.0
2022-01-05 21:15:00	17.0	7.0	18.0	14.0	18.0
2022-01-05 21:20:00	18.0	11.0	12.0	10.0	6.0
2022-01-05 21:25:00	11.0	0.0	8.0	14.0	3.0
2022-01-05 21:30:00	15.0	13.0	6.0	10.0	12.0
2022-01-05 21:35:00	11.0	10.0	17.0	17.0	18.0
2022-01-05 21:40:00	16.0	15.0	3.0	10.0	6.0
2022-01-05 21:45:00	12.0	15.0	10.0	19.0	13.0
2022-01-05 21:50:00	3.0	5.0	2.0	10.0	3.0
2022-01-05 21:55:00	8.0	10.0	4.0	9.0	19.0
2022-01-05 22:00:00	7.0	5.0	1.0	4.0	16.0
2022-01-05 22:05:00	7.0	11.0	13.0	12.0	9.0
2022-01-05 22:10:00	1.0	15.0	16.0	6.0	14.0
2022-01-05 22:15:00	0.0	12.0	11.0	18.0	3.0
2022-01-05 22:20:00	12.0	4.0	4.0	17.0	19.0
2022-01-05 22:25:00	20.0	11.0	12.0	19.0	18.0
2022-01-05 22:30:00	10.0	11.0	14.0	14.0	6.0
2022-01-05 22:35:00	16.0	1.0	13.0	2.0	7.0
2022-01-05 22:40:00	12.0	14.0	3.0	6.0	20.0
2022-01-05 22:45:00	19.0	18.0	12.0	12.0	11.0
2022-01-05 22:50:00	12.0	0.0	5.0	17.0	14.0
2022-01-05 22:55:00	2.0	6.0	19.0	12.0	8.0
2022-01-05 23:00:00	3.0	7.0	1.0	11.0	5.0
2022-01-05 23:05:00	0.0	2.0	4.0	2.0	9.0
2022-01-05 23:10:00	9.0	15.0	15.0	20.0	19.0
2022-01-05 23:15:00	4.0	3.0	15.0	2.0	3.0
2022-01-05 23:20:00	14.0	19.0	0.0	3.0	18.0
2022-01-05 23:25:00	1.0	3.0	15.0	4.0	15.0
2022-01-05 23:30:00	14.0	11.0	3.0	5.0	14.0
2022-01-05 23:35:00	4.0	11.0	15.0	12.0	1.0
2022-01-05 23:40:00	18.0	19.0	6.0	10.0	20.0
2022-01-05 23:45:00	18.0	10.0	2.0	7.0	2.0
2022-01-05 23:50:00	5.0	10.0	9.0	12.0	1.0
2022-01-05 23:55:00	20.0	16.0	17.0	14.0	5.0
2022-01-06 00:00:00	12.0	15.0	1.0	19.0	5.0
2022-01-06 00:05:00	15.0	2.0	6.0	16.0	9.0
2022-01-06 00:10:00	13.0	10.0	14.0	13.0	7.0
2022-01-06 00:15:00	19.0	9.0	16.0	12.0	14.0
2022-01-06 00:20:00	6.0	7.0	1.0	18.0	17.0
2022-01-06 00:25:00	6.0	7.0	20.0	12.0	3.0
2022-01-06 00:30:00	1.0	16.0	19.0	7.0	6.0
2022-01-06 00:35:00	12.0	6.0	18.0	7.0	3.0
2022-01-06 00:40:00	15.0	8.0	12.0	5.0	7.0
2022-01-06 00:45:00	15.0	1.0	13.0	7.0	12.0
2022-01-06 00:50:00	3.0	0.0	9.0	2.0	13.0
2022-01-06 00:55:00	14.0	12.0	18.0	5.0	15.0
2022-01-06 01:00:00	12.0	12.0	6.0	9.0	13.0
2022-01-06 01:05:00	16.0	9.0	11.0	5.0	5.0
2022-01-06 01:10:00	10.0	15.0	11.0	2.0	16.0
2022-01-06 01:15:00	2.0	13.0	15.0	18.0	13.0
2022-01-06 01:20:00	7.0	12.0	8.0	5.0	13.0
2022-01-06 01:25:00	18.0	17.0	14.0	1.0	14.0
2022-01-06 01:30:00	11.0	16.0	5.0	14.0	17.0
2022-01-06 01:35:00	6.0	0.0	3.0	18.0	8.0
2022-01-06 01:40:00	5.0	3.0	9.0	16.0	4.0
2022-01-06 01:45:00	9.0	6.0	19.0	2.0	6.0
2022-01-06 01:50:00	15.0	5.0	0.0	15.0	7.0
2022-01-06 01:55:00	1.0	12.0	11.0	18.0	15.0
2022-01-06 02:00:00	8.0	5.0	13.0	17.0	18.0
2022-01-06 02:05:00	3.0	13.0	12.0	15.0	13.0
2022-01-06 02:10:00	10.0	14.0	9.0	16.0	3.0
2022-01-06 02:15:00	3.0	1.0	9.0	3.0	7.0
2022-01-06 02:20:00	7.0	1.0	10.0	19.0	13.0
2022-01-06 02:25:00	20.0	4.0	9.0	19.0	8.0
2022-01-06 02:30:00	4.0	4.0	17.0	18.0	4.0
2022-01-06 02:35:00	2.0	17.0	13.0	13.0	9.0
2022-01-06 02:40:00	16.0	6.0	2.0	2.0	17.0
2022-01-06 02:45:00	9.0	0.0	7.0	2.0	16.0
2022-01-06 02:50:00	6.0	13.0	1.0	18.0	3.0
2022-01-06 02:55:00	16.0	12.0	3.0	17.0	19.0
2022-01-06 03:00:00	10.0	11.0	2.0	12.0	3.0
2022-01-06 03:05:00	8.0	5.0	6.0	9.0	14.0
2022-01-06 03:10:00	12.0	10.0	3.0	2.0	17.0
2022-01-06 03:15:00	7.0	0.0	8.0	8.0	3.0
2022-01-06 03:20:00	8.0	8.0	10.0	20.0	3.0
2022-01-06 03:25:00	19.0	17.0	20.0	2.0	19.0
2022-01-06 03:30:00	4.0	15.0	18.0	2.0	9.0
2022-01-06 03:35:00	20.0	13.0	20.0	13.0	19.0
2022-01-06 03:40:00	16.0	3.0	1.0	18.0	19.0
2022-01-06 03:45:00	9.0	14.0	12.0	17.0	18.0
2022-01-06 03:50:00	1.0	9.0	4.0	15.0	12.0
2022-01-06 03:55:00	2.0	10.0	16.0	10.0	18.0
2022-01-06 04:00:00	6.0	7.0	13.0	14.0	16.0
2022-01-06 04:05:00	13.0	12.0	1.0	0.0	2.0
2022-01-06 04:10:00	9.0	18.0	11.0	1.0	8.0
2022-01-06 04:15:00	14.0	11.0	7.0	17.0	4.0
2022-01-06 04:20:00	16.0	16.0	5.0	11.0	6.0
2022-01-06 04:25:00	2.0	10.0	0.0	8.0	19.0
2022-01-06 04:30:00	8.0	6.0	9.0	3.0	3.0
2022-01-06 04:35:00	7.0	12.0	14.0	11.0	13.0
2022-01-06 04:40:00	15.0	18.0	10.0	0.0	5.0
2022-01-06 04:45:00	8.0	9.0	0.0	16.0	16.0
2022-01-06 04:50:00	11.0	8.0	15.0	4.0	6.0
2022-01-06 04:55:00	10.0	12.0	1.0	16.0	16.0
2022-01-06 05:00:00	20.0	6.0	15.0	13.0	6.0
2022-01-06 05:05:00	15.0	13.0	10.0	6.0	2.0
2022-01-06 05:10:00	17.0	9.0	3.0	16.0	8.0
2022-01-06 05:15:00	14.0	13.0	12.0	14.0	10.0
2022-01-06 05:20:00	2.0	11.0	20.0	8.0	2.0
2022-01-06 05:25:00	15.0	16.0	6.0	3.0	4.0
2022-01-06 05:30:00	3.0	6.0	20.0	12.0	16.0
2022-01-06 05:35:00	17.0	13.0	9.0	9.0	14.0
2022-01-06 05:40:00	10.0	3.0	19.0	5.0	14.0
2022-01-06 05:45:00	12.0	14.0	13.0	13.0	11.0
2022-01-06 05:50:00	19.0	14.0	11.0	16.0	5.0
2022-01-06 05:55:00	11.0	4.0	11.0	14.0	2.0
2022-01-06 06:00:00	13.0	4.0	4.0	15.0	14.0
2022-01-06 06:05:00	15.0	7.0	3.0	10.0	17.0
2022-01-06 06:10:00	2.0	10.0	7.0	8.0	2.0
2022-01-06 06:15:00	7.0	12.0	9.0	15.0	2.0
2022-01-06 06:20:00	15.0	1.0	11.0	8.0	2.0
2022-01-06 06:25:00	19.0	17.0	15.0	9.0	6.0
2022-01-06 06:30:00	12.0	13.0	0.0	6.0	2.0
2022-01-06 06:35:00	11.0	17.0	7.0	17.0	20.0
2022-01-06 06:40:00	1.0	17.0	4.0	10.0	13.0
2022-01-06 06:45:00	5.0	12.0	10.0	4.0	18.0
2022-01-06 06:50:00	6.0	7.0	19.0	13.0	3.0
2022-01-06 06:55:00	17.0	5.0	6.0	2.0	15.0
2022-01-06 07:00:00	8.0	19.0	18.0	3.0	10.0
2022-01-06 07:05:00	8.0	17.0	3.0	3.0	5.0
2022-01-06 07:10:00	6.0	8.0	19.0	14.0	14.0
2022-01-06 07:15:00	11.0	12.0	11.0	18.0	1.0
2022-01-06 07:20:00	20.0	18.0	7.0	3.0	10.0
2022-01-06 07:25:00	6.0	14.0	5.0	11.0	13.0
2022-01-06 07:30:00	5.0	17.0	18.0	13.0	5.0
2022-01-06 07:35:00	17.0	3.0	16.0	17.0	5.0
2022-01-06 07:40:00	8.0	8.0	6.0	5.0	13.0
2022-01-06 07:45:00	8.0	13.0	20.0	10.0	14.0
2022-01-06 07:50:00	9.0	14.0	3.0	18.0	2.0
2022-01-06 07:55:00	4.0	18.0	14.0	17.0	18.0
2022-01-06 08:00:00	12.0	17.0	20.0	11.0	12.0
2022-01-06 08:05:00	3.0	6.0	16.0	19.0	17.0
2022-01-06 08:10:00	4.0	5.0	17.0	11.0	9.0
2022-01-06 08:15:00	17.0	15.0	8.0	11.0	11.0
2022-01-06 08:20:00	17.0	4.0	13.0	8.0	7.0
2022-01-06 08:25:00	15.0	18.0	17.0	9.0	16.0
2022-01-06 08:30:00	17.0	7.0	5.0	11.0	10.0
2022-01-06 08:35:00	20.0	19.0	5.0	3.0	18.0
2022-01-06 08:40:00	17.0	7.0	7.0	5.0	3.0
2022-01-06 08:45:00	0.0	9.0	12.0	15.0	1.0
2022-01-06 08:50:00	1.0	15.0	10.0	7.0	5.0
2022-01-06 08:55:00	14.0	12.0	10.0	17.0	11.0
2022-01-06 09:00:00	6.0	17.0	20.0	20.0	11.0
2022-01-06 09:05:00	10.0	2.0	15.0	2.0	3.0
2022-01-06 09:10:00	4.0	14.0	19.0	2.0	11.0
2022-01-06 09:15:00	3.0	14.0	18.0	16.0	14.0
2022-01-06 09:20:00	17.0	10.0	2.0	6.0	13.0
2022-01-06 09:25:00	3.0	12.0	12.0	20.0	1.0
2022-01-06 09:30:00	19.0	17.0	12.0	1.0	13.0
2022-01-06 09:35:00	17.0	7.0	4.0	16.0	4.0
2022-01-06 09:40:00	3.0	0.0	3.0	11.0	2.0
2022-01-06 09:45:00	6.0	3.0	9.0	8.0	11.0
2022-01-06 09:50:00	16.0	20.0	6.0	3.0	17.0
2022-01-06 09:55:00	9.0	7.0	13.0	11.0	17.0
2022-01-06 10:00:00	16.0	7.0	10.0	14.0	13.0
2022-01-06 10:05:00	2.0	14.0	13.0	12.0	0.0
2022-01-06 10:10:00	12.0	19.0	19.0	15.0	14.0
2022-01-06 10:15:00	19.0	17.0	13.0	15.0	7.0
2022-01-06 10:20:00	12.0	4.0	2.0	11.0	6.0
2022-01-06 10:25:00	2.0	1.0	1.0	14.0	20.0
2022-01-06 10:30:00	4.0	18.0	12.0	4.0	12.0
2022-01-06 10:35:00	19.0	2.0	13.0	15.0	13.0
2022-01-06 10:40:00	12.0	7.0	1.0	14.0	19.0
2022-01-06 10:45:00	17.0	20.0	18.0	18.0	2.0
2022-01-06 10:50:00	3.0	20.0	2.0	9.0	4.0
2022-01-06 10:55:00	14.0	13.0	8.0	9.0	12.0
2022-01-06 11:00:00	15.0	3.0	18.0	16.0	15.0
2022-01-06 11:05:00	8.0	3.0	1.0	6.0	3.0
2022-01-06 11:10:00	18.0	9.0	6.0	4.0	19.0
2022-01-06 11:15:00	8.0	1.0	8.0	16.0	5.0
2022-01-06 11:20:00	16.0	0.0	1.0	9.0	2.0
2022-01-06 11:25:00	4.0	15.0	12.0	16.0	5.0
2022-01-06 11:30:00	12.0	19.0	12.0	19.0	12.0
2022-01-06 11:35:00	3.0	1.0	18.0	6.0	2.0
2022-01-06 11:40:00	4.0	6.0	12.0	2.0	14.0
2022-01-06 11:45:00	6.0	17.0	14.0	1.0	10.0
2022-01-06 11:50:00	5.0	1.0	6.0	16.0	13.0
2022-01-06 11:55:00	1.0	16.0	5.0	8.0	14.0
2022-01-06 12:00:00	19.0	8.0	4.0	1.0	10.0
2022-01-06 12:05:00	9.0	14.0	9.0	7.0	11.0
2022-01-06 12:10:00	12.0	3.0	10.0	18.0	18.0
2022-01-06 12:15:00	15.0	8.0	6.0	10.0	6.0
2022-01-06 12:20:00	13.0	11.0	5.0	11.0	16.0
2022-01-06 12:25:00	5.0	8.0	4.0	16.0	4.0
2022-01-06 12:30:00	9.0	14.0	5.0	8.0	12.0
2022-01-06 12:35:00	20.0	3.0	4.0	10.0	4.0
2022-01-06 12:40:00	2.0	14.0	12.0	5.0	7.0
2022-01-06 12:45:00	16.0	3.0	13.0	9.0	10.0
2022-01-06 12:50:00	6.0	11.0	17.0	17.0	18.0
2022-01-06 12:55:00	4.0	10.0	5.0	1.0	18.0
2022-01-06 13:00:00	2.0	9.0	17.0	10.0	4.0
2022-01-06 13:05:00	7.0	19.0	0.0	13.0	12.0
2022-01-06 13:10:00	16.0	7.0	18.0	9.0	6.0
2022-01-06 13:15:00	9.0	10.0	3.0	17.0	9.0
2022-01-06 13:20:00	10.0	5.0	20.0	11.0	19.0
2022-01-06 13:25:00	5.0	8.0	3.0	6.0	12.0
2022-01-06 13:30:00	1.0	7.0	3.0	12.0	15.0
2022-01-06 13:35:00	19.0	8.0	1.0	4.0	19.0
2022-01-06 13:40:00	12.0	18.0	2.0	2.0	6.0
2022-01-06 13:45:00	13.0	20.0	8.0	15.0	6.0
2022-01-06 13:50:00	1.0	4.0	7.0	0.0	4.0
2022-01-06 13:55:00	5.0	12.0	14.0	11.0	20.0
2022-01-06 14:00:00	14.0	3.0	16.0	13.0	15.0
2022-01-06 14:05:00	17.0	10.0	7.0	10.0	17.0
2022-01-06 14:10:00	2.0	10.0	1.0	5.0	4.0
2022-01-06 14:15:00	3.0	10.0	6.0	19.0	12.0
2022-01-06 14:20:00	16.0	9.0	12.0	19.0	1.0
2022-01-06 14:25:00	10.0	4.0	3.0	19.0	3.0
2022-01-06 14:30:00	2.0	18.0	7.0	19.0	17.0
2022-01-06 14:35:00	8.0	10.0	8.0	3.0	2.0
2022-01-06 14:40:00	20.0	10.0	20.0	11.0	9.0
2022-01-06 14:45:00	10.0	20.0	9.0	5.0	8.0
2022-01-06 14:50:00	18.0	4.0	18.0	2.0	2.0
2022-01-06 14:55:00	18.0	20.0	6.0	18.0	4.0
2022-01-06 15:00:00	18.0	19.0	5.0	16.0	1.0
2022-01-06 15:05:00	4.0	2.0	13.0	18.0	10.0
2022-01-06 15:10:00	10.0	18.0	7.0	13.0	4.0
2022-01-06 15:15:00	1.0	16.0	20.0	12.0	8.0
2022-01-06 15:20:00	1.0	5.0	5.0	0.0	10.0
2022-01-06 15:25:00	20.0	17.0	3.0	4.0	14.0
2022-01-06 15:30:00	12.0	6.0	6.0	5.0	12.0
2022-01-06 15:35:00	19.0	2.0	15.0	6.0	11.0
2022-01-06 15:40:00	19.0	19.0	9.0	18.0	5.0
2022-01-06 15:45:00	13.0	12.0	10.0	6.0	10.0
2022-01-06 15:50:00	10.0	5.0	0.0	16.0	5.0
2022-01-06 15:55:00	17.0	18.0	19.0	6.0	9.0
2022-01-06 16:00:00	16.0	18.0	11.0	7.0	3.0
2022-01-06 16:05:00	11.0	16.0	12.0	10.0	12.0
2022-01-06 16:10:00	8.0	18.0	16.0	18.0	16.0
2022-01-06 16:15:00	18.0	20.0	10.0	2.0	11.0
2022-01-06 16:20:00	18.0	17.0	6.0	17.0	15.0
2022-01-06 16:25:00	2.0	3.0	11.0	16.0	14.0
2022-01-06 16:30:00	0.0	2.0	17.0	12.0	20.0
2022-01-06 16:35:00	15.0	19.0	12.0	17.0	20.0
2022-01-06 16:40:00	20.0	10.0	19.0	16.0	4.0
2022-01-06 16:45:00	18.0	8.0	13.0	8.0	2.0
2022-01-06 16:50:00	6.0	18.0	18.0	7.0	19.0
2022-01-06 16:55:00	12.0	5.0	3.0	17.0	15.0
2022-01-06 17:00:00	5.0	20.0	3.0	10.0	12.0
2022-01-06 17:05:00	18.0	3.0	9.0	12.0	19.0
2022-01-06 17:10:00	15.0	5.0	20.0	10.0	16.0
2022-01-06 17:15:00	8.0	4.0	19.0	10.0	7.0
2022-01-06 17:20:00	2.0	17.0	7.0	8.0	3.0
2022-01-06 17:25:00	4.0	5.0	5.0	11.0	3.0
2022-01-06 17:30:00	0.0	20.0	8.0	11.0	16.0
2022-01-06 17:35:00	6.0	1.0	7.0	20.0	1.0
2022-01-06 17:40:00	17.0	18.0	18.0	8.0	19.0
2022-01-06 17:45:00	4.0	20.0	7.0	4.0	4.0
2022-01-06 17:50:00	8.0	12.0	14.0	8.0	9.0
2022-01-06 17:55:00	7.0	6.0	10.0	9.0	15.0
2022-01-06 18:00:00	5.0	3.0	5.0	9.0	8.0
2022-01-06 18:05:00	17.0	8.0	16.0	2.0	3.0
2022-01-06 18:10:00	11.0	5.0	10.0	6.0	4.0
2022-01-06 18:15:00	8.0	12.0	12.0	10.0	4.0
2022-01-06 18:20:00	16.0	1.0	6.0	9.0	4.0
2022-01-06 18:25:00	10.0	18.0	6.0	11.0	6.0
2022-01-06 18:30:00	9.0	3.0	13.0	11.0	13.0
2022-01-06 18:35:00	8.0	15.0	8.0	15.0	8.0
2022-01-06 18:40:00	15.0	14.0	18.0	1.0	7.0
2022-01-06 18:45:00	11.0	10.0	9.0	2.0	11.0
2022-01-06 18:50:00	0.0	11.0	13.0	9.0	7.0
2022-01-06 18:55:00	14.0	14.0	7.0	2.0	17.0
2022-01-06 19:00:00	8.0	15.0	14.0	5.0	12.0
2022-01-06 19:05:00	17.0	13.0	4.0	11.0	14.0
2022-01-06 19:10:00	0.0	4.0	1.0	16.0	11.0
2022-01-06 19:15:00	12.0	5.0	11.0	9.0	2.0
2022-01-06 19:20:00	3.0	18.0	7.0	5.0	15.0
2022-01-06 19:25:00	19.0	0.0	8.0	19.0	2.0
2022-01-06 19:30:00	10.0	17.0	1.0	7.0	2.0
2022-01-06 19:35:00	5.0	13.0	7.0	6.0	7.0
2022-01-06 19:40:00	17.0	11.0	20.0	16.0	3.0
2022-01-06 19:45:00	5.0	2.0	20.0	6.0	4.0
2022-01-06 19:50:00	11.0	7.0	8.0	15.0	10.0
2022-01-06 19:55:00	16.0	8.0	14.0	6.0	19.0
2022-01-06 20:00:00	8.0	2.0	7.0	10.0	6.0
2022-01-06 20:05:00	0.0	12.0	17.0	0.0	3.0
2022-01-06 20:10:00	17.0	4.0	2.0	7.0	8.0
2022-01-06 20:15:00	5.0	2.0	15.0	16.0	12.0
2022-01-06 20:20:00	10.0	3.0	4.0	16.0	17.0
2022-01-06 20:25:00	19.0	12.0	16.0	8.0	11.0
2022-01-06 20:30:00	0.0	1.0	19.0	15.0	13.0
2022-01-06 20:35:00	14.0	9.0	8.0	17.0	0.0
2022-01-06 20:40:00	9.0	13.0	15.0	13.0	14.0
2022-01-06 20:45:00	11.0	8.0	1.0	6.0	12.0
2022-01-06 20:50:00	7.0	7.0	7.0	14.0	19.0
